electricity_kwh,renewable_pct,gas_m3,car_km,public_transport_km,short_haul_flights,long_haul_flights,vehicle_factor,diet_value,food_waste_mult,shopping_value,clothing_items,streaming_hours,carbon_footprint
206.0,76.0,117.0,1364.0,936.0,5.0,0.0,0.192,1.9,1.15,0.72,32.0,9.0,10.85
273.0,52.0,111.0,533.0,563.0,1.0,4.0,0.0,1.9,1.15,0.72,18.0,6.0,9.08
711.0,40.0,56.0,1628.0,680.0,3.0,1.0,0.0,1.7,1.0,0.72,12.0,12.0,7.39
330.0,25.0,121.0,1394.0,668.0,0.0,2.0,0.171,1.5,0.9,1.1,12.0,0.0,10.67
179.0,78.0,117.0,2921.0,386.0,6.0,1.0,0.05,1.5,0.9,0.72,11.0,2.0,8.32
383.0,98.0,40.0,2986.0,201.0,5.0,3.0,0.05,3.3,1.0,1.1,13.0,7.0,10.11
671.0,99.0,19.0,58.0,791.0,0.0,4.0,0.0,1.7,0.9,1.5,43.0,7.0,7.48
889.0,76.0,128.0,2959.0,720.0,6.0,4.0,0.05,1.9,1.0,1.5,60.0,1.0,13.65
639.0,60.0,150.0,756.0,976.0,4.0,0.0,0.171,1.9,0.9,1.5,46.0,11.0,11.27
603.0,40.0,86.0,454.0,885.0,2.0,2.0,0.171,2.5,0.9,0.3,9.0,10.0,9.28
76.0,61.0,21.0,2931.0,414.0,1.0,2.0,0.192,2.5,1.15,1.1,35.0,8.0,13.82
217.0,20.0,187.0,2584.0,626.0,3.0,2.0,0.1,2.5,0.9,0.72,44.0,1.0,13.47
73.0,16.0,118.0,1309.0,133.0,1.0,0.0,0.05,3.3,1.0,0.3,32.0,12.0,8.05
825.0,89.0,81.0,948.0,305.0,6.0,0.0,0.05,3.3,1.15,1.5,38.0,11.0,9.94
31.0,82.0,102.0,257.0,930.0,4.0,0.0,0.171,1.9,0.9,0.3,32.0,10.0,6.74
108.0,26.0,78.0,2.0,639.0,3.0,4.0,0.1,1.7,1.0,0.3,55.0,10.0,8.52
355.0,46.0,172.0,707.0,242.0,4.0,1.0,0.05,1.5,0.9,1.5,53.0,12.0,10.09
277.0,44.0,98.0,80.0,598.0,0.0,1.0,0.1,1.7,1.15,1.5,42.0,5.0,8.12
525.0,51.0,29.0,2758.0,240.0,0.0,0.0,0.171,2.5,0.9,0.3,39.0,1.0,10.85
68.0,2.0,141.0,853.0,640.0,1.0,2.0,0.05,1.9,1.15,1.1,41.0,2.0,9.53
140.0,53.0,11.0,1876.0,821.0,4.0,4.0,0.1,1.9,1.0,0.3,41.0,10.0,9.65
321.0,7.0,2.0,1989.0,120.0,0.0,3.0,0.192,1.7,1.0,0.72,43.0,9.0,11.23
52.0,9.0,111.0,434.0,158.0,4.0,2.0,0.192,1.5,1.0,0.3,14.0,9.0,7.52
222.0,6.0,192.0,1545.0,825.0,6.0,4.0,0.05,1.7,1.15,0.3,19.0,2.0,12.15
528.0,90.0,155.0,411.0,752.0,5.0,2.0,0.171,1.5,0.9,1.5,18.0,8.0,10.0
946.0,49.0,42.0,688.0,181.0,5.0,1.0,0.1,2.5,1.15,1.1,32.0,2.0,9.82
529.0,75.0,39.0,2071.0,982.0,2.0,4.0,0.05,1.5,1.0,1.5,26.0,6.0,9.71
155.0,53.0,117.0,603.0,366.0,4.0,4.0,0.171,1.7,1.15,1.5,38.0,5.0,11.4
234.0,29.0,10.0,1313.0,140.0,0.0,3.0,0.0,1.5,0.9,1.1,56.0,9.0,6.56
32.0,16.0,148.0,1173.0,950.0,6.0,3.0,0.192,2.5,1.15,0.3,42.0,12.0,13.41
224.0,1.0,72.0,2848.0,446.0,4.0,4.0,0.05,2.5,1.15,1.5,42.0,3.0,12.67
727.0,32.0,66.0,946.0,24.0,6.0,2.0,0.192,2.5,1.15,1.1,37.0,10.0,12.56
295.0,83.0,145.0,438.0,880.0,6.0,4.0,0.0,1.5,1.15,1.5,46.0,6.0,11.29
509.0,43.0,5.0,711.0,200.0,0.0,2.0,0.1,1.5,1.15,1.5,48.0,3.0,7.77
163.0,50.0,135.0,2571.0,439.0,5.0,0.0,0.0,1.9,1.0,0.3,43.0,12.0,7.35
541.0,39.0,127.0,1079.0,760.0,4.0,1.0,0.05,1.9,1.15,1.1,4.0,11.0,9.89
741.0,26.0,194.0,2988.0,378.0,6.0,4.0,0.171,3.3,1.0,0.72,13.0,12.0,20.3
502.0,93.0,111.0,219.0,402.0,3.0,0.0,0.1,1.5,1.0,0.3,42.0,5.0,6.07
404.0,11.0,81.0,1720.0,270.0,0.0,4.0,0.1,3.3,1.15,0.72,36.0,1.0,13.01
906.0,0.0,94.0,2177.0,864.0,3.0,0.0,0.171,1.5,0.9,0.3,27.0,0.0,13.44
185.0,42.0,147.0,174.0,904.0,3.0,1.0,0.192,1.7,1.15,0.72,14.0,5.0,8.53
68.0,15.0,63.0,1048.0,64.0,4.0,0.0,0.05,1.7,1.15,0.3,17.0,6.0,5.44
307.0,32.0,25.0,2266.0,588.0,6.0,3.0,0.1,2.5,1.0,1.1,35.0,10.0,11.77
501.0,40.0,14.0,1307.0,799.0,4.0,0.0,0.171,2.5,1.0,0.3,16.0,8.0,8.76
86.0,61.0,170.0,23.0,60.0,5.0,4.0,0.0,3.3,0.9,0.72,2.0,4.0,10.41
308.0,61.0,182.0,190.0,240.0,1.0,1.0,0.171,1.7,1.0,1.1,57.0,9.0,9.46
298.0,18.0,75.0,2980.0,392.0,1.0,0.0,0.192,1.5,1.0,1.1,39.0,0.0,13.2
437.0,18.0,67.0,827.0,660.0,2.0,2.0,0.192,1.9,1.0,0.3,35.0,12.0,9.89
644.0,75.0,161.0,2379.0,242.0,4.0,4.0,0.0,3.3,1.0,1.5,37.0,1.0,12.53
240.0,96.0,183.0,1153.0,321.0,5.0,0.0,0.171,3.3,1.0,1.1,26.0,12.0,12.1
750.0,5.0,105.0,229.0,737.0,1.0,2.0,0.171,3.3,1.0,0.3,1.0,9.0,11.25
931.0,29.0,188.0,176.0,531.0,6.0,1.0,0.1,3.3,1.0,0.72,42.0,5.0,13.51
85.0,87.0,75.0,2233.0,82.0,5.0,1.0,0.1,1.9,1.0,1.5,11.0,1.0,9.23
411.0,11.0,48.0,2457.0,694.0,2.0,4.0,0.192,1.9,0.9,1.5,31.0,4.0,15.31
661.0,73.0,44.0,1551.0,51.0,4.0,2.0,0.0,1.7,1.0,0.72,23.0,2.0,6.35
676.0,91.0,124.0,2501.0,120.0,2.0,0.0,0.05,3.3,0.9,1.1,11.0,2.0,8.87
608.0,81.0,3.0,860.0,944.0,0.0,0.0,0.0,1.9,0.9,0.3,32.0,7.0,4.12
177.0,69.0,11.0,777.0,224.0,1.0,4.0,0.192,1.9,1.15,0.3,3.0,0.0,7.51
441.0,32.0,154.0,932.0,433.0,2.0,3.0,0.192,2.5,1.0,0.3,20.0,12.0,12.27
342.0,17.0,40.0,2343.0,5.0,4.0,1.0,0.0,1.5,1.15,1.1,50.0,12.0,7.22
912.0,70.0,107.0,1346.0,181.0,2.0,2.0,0.192,1.5,1.15,1.5,25.0,6.0,11.79
841.0,45.0,138.0,813.0,794.0,1.0,1.0,0.1,2.5,1.15,1.5,43.0,0.0,12.22
850.0,41.0,1.0,511.0,416.0,3.0,0.0,0.1,3.3,1.0,1.5,28.0,7.0,9.04
813.0,21.0,182.0,2988.0,640.0,3.0,1.0,0.0,1.9,1.0,1.5,50.0,6.0,12.3
390.0,39.0,76.0,108.0,752.0,1.0,2.0,0.0,2.5,1.0,0.72,45.0,2.0,8.6
473.0,10.0,106.0,2825.0,659.0,1.0,3.0,0.0,1.7,1.0,0.3,30.0,1.0,8.94
153.0,58.0,100.0,179.0,423.0,6.0,3.0,0.05,1.5,1.15,0.72,35.0,0.0,8.49
310.0,79.0,66.0,272.0,925.0,5.0,0.0,0.0,3.3,1.15,0.72,40.0,3.0,8.44
249.0,72.0,40.0,1073.0,150.0,5.0,3.0,0.05,3.3,1.0,0.3,17.0,4.0,8.4
942.0,23.0,139.0,2868.0,647.0,3.0,1.0,0.0,1.7,0.9,1.1,52.0,3.0,11.04
749.0,57.0,155.0,117.0,21.0,6.0,0.0,0.192,1.9,1.15,1.1,0.0,0.0,8.8
670.0,90.0,69.0,2802.0,825.0,3.0,3.0,0.1,3.3,1.15,0.72,42.0,4.0,13.35
921.0,9.0,45.0,606.0,595.0,4.0,4.0,0.05,1.9,1.0,1.1,0.0,9.0,11.42
23.0,55.0,200.0,1519.0,319.0,5.0,4.0,0.192,1.7,0.9,1.1,38.0,12.0,14.43
891.0,23.0,50.0,980.0,458.0,2.0,1.0,0.171,1.9,0.9,0.72,21.0,1.0,10.01
787.0,90.0,98.0,1929.0,534.0,3.0,2.0,0.05,2.5,0.9,0.3,5.0,2.0,8.16
972.0,73.0,133.0,100.0,213.0,5.0,2.0,0.192,1.9,1.15,0.3,48.0,8.0,9.62
404.0,50.0,14.0,739.0,878.0,0.0,1.0,0.05,1.5,0.9,0.3,16.0,9.0,5.05
768.0,38.0,141.0,2710.0,805.0,1.0,2.0,0.192,2.5,0.9,1.1,24.0,4.0,16.89
199.0,3.0,150.0,1955.0,241.0,0.0,3.0,0.171,1.5,1.0,1.5,0.0,7.0,12.84
995.0,33.0,163.0,1459.0,307.0,4.0,3.0,0.171,1.9,0.9,1.1,12.0,1.0,14.65
67.0,45.0,24.0,725.0,460.0,5.0,2.0,0.05,1.9,0.9,0.3,59.0,8.0,6.74
15.0,57.0,2.0,1120.0,657.0,4.0,3.0,0.0,1.5,0.9,1.1,52.0,9.0,6.69
669.0,9.0,176.0,1747.0,337.0,4.0,3.0,0.171,3.3,0.9,1.1,43.0,4.0,17.22
841.0,6.0,21.0,377.0,418.0,1.0,3.0,0.192,1.5,1.0,1.5,22.0,7.0,10.47
989.0,61.0,151.0,1852.0,832.0,3.0,4.0,0.171,2.5,1.0,1.1,20.0,5.0,15.97
292.0,49.0,69.0,1108.0,491.0,0.0,1.0,0.192,1.7,1.15,0.72,1.0,4.0,8.29
730.0,16.0,32.0,1070.0,481.0,0.0,3.0,0.05,1.7,1.15,1.1,12.0,6.0,9.45
36.0,70.0,61.0,471.0,365.0,2.0,1.0,0.05,3.3,0.9,0.3,33.0,4.0,6.72
454.0,73.0,15.0,65.0,43.0,0.0,0.0,0.1,1.7,1.15,1.5,6.0,12.0,4.72
635.0,55.0,159.0,796.0,530.0,5.0,3.0,0.1,1.5,1.15,0.72,50.0,4.0,11.72
63.0,100.0,118.0,0.0,129.0,1.0,4.0,0.05,1.5,0.9,1.5,53.0,2.0,8.88
651.0,53.0,115.0,2254.0,881.0,5.0,4.0,0.05,1.5,1.0,1.5,32.0,12.0,12.61
348.0,90.0,188.0,2114.0,523.0,2.0,2.0,0.192,3.3,0.9,0.3,30.0,4.0,14.52
624.0,36.0,132.0,996.0,693.0,3.0,3.0,0.0,2.5,0.9,0.72,58.0,12.0,11.41
35.0,71.0,98.0,1902.0,23.0,2.0,3.0,0.0,3.3,1.0,1.5,51.0,5.0,9.96
173.0,66.0,2.0,1164.0,760.0,5.0,2.0,0.171,3.3,1.15,1.5,5.0,6.0,10.78
952.0,82.0,91.0,846.0,572.0,4.0,4.0,0.0,1.5,1.0,0.72,58.0,2.0,9.37
220.0,30.0,21.0,1574.0,558.0,6.0,2.0,0.192,1.7,1.0,1.5,32.0,2.0,11.13
690.0,75.0,50.0,1691.0,175.0,0.0,3.0,0.1,2.5,1.15,0.72,31.0,12.0,10.12
225.0,65.0,26.0,2872.0,129.0,4.0,2.0,0.0,3.3,1.0,1.1,54.0,10.0,8.42
722.0,16.0,34.0,1977.0,667.0,5.0,0.0,0.1,1.5,0.9,1.1,38.0,1.0,10.11
869.0,30.0,132.0,108.0,865.0,6.0,4.0,0.192,1.5,1.0,0.3,27.0,12.0,11.95
763.0,77.0,84.0,2761.0,807.0,5.0,3.0,0.171,1.5,0.9,1.5,19.0,2.0,14.51
948.0,49.0,172.0,1078.0,343.0,2.0,2.0,0.05,1.7,1.15,0.72,26.0,11.0,11.17
437.0,1.0,0.0,1946.0,943.0,0.0,2.0,0.1,1.7,1.0,0.72,19.0,0.0,8.95
73.0,52.0,45.0,271.0,49.0,0.0,1.0,0.05,1.5,0.9,0.72,17.0,0.0,4.22
117.0,95.0,134.0,851.0,383.0,6.0,4.0,0.0,2.5,0.9,0.72,29.0,8.0,9.93
845.0,32.0,111.0,631.0,313.0,5.0,2.0,0.05,2.5,1.15,0.72,58.0,0.0,11.89
897.0,0.0,76.0,2053.0,321.0,6.0,0.0,0.171,2.5,1.0,0.3,56.0,9.0,14.71
8.0,8.0,11.0,1251.0,724.0,4.0,0.0,0.1,1.9,1.15,1.5,17.0,0.0,6.97
153.0,34.0,89.0,271.0,340.0,2.0,2.0,0.05,1.5,1.15,0.72,19.0,11.0,7.12
745.0,13.0,29.0,1682.0,355.0,2.0,2.0,0.0,1.9,0.9,0.3,48.0,12.0,8.29
837.0,91.0,93.0,2647.0,893.0,1.0,0.0,0.171,1.9,1.0,1.5,19.0,10.0,12.41
888.0,97.0,38.0,660.0,735.0,4.0,2.0,0.05,1.5,1.0,1.1,28.0,3.0,6.87
592.0,66.0,118.0,942.0,610.0,5.0,1.0,0.171,1.7,0.9,0.72,2.0,9.0,9.38
88.0,69.0,116.0,1045.0,345.0,1.0,2.0,0.171,1.7,0.9,1.5,41.0,1.0,9.99
618.0,30.0,36.0,2363.0,0.0,2.0,4.0,0.1,1.7,0.9,0.72,41.0,12.0,11.36
629.0,5.0,162.0,1954.0,897.0,5.0,1.0,0.192,1.9,1.0,0.72,38.0,9.0,15.79
104.0,57.0,7.0,1266.0,205.0,6.0,1.0,0.1,1.5,1.0,1.5,0.0,6.0,6.63
417.0,87.0,0.0,1695.0,179.0,4.0,1.0,0.0,1.9,0.9,1.1,31.0,0.0,5.01
266.0,6.0,9.0,1284.0,803.0,1.0,3.0,0.192,2.5,1.0,1.5,43.0,9.0,11.84
740.0,45.0,145.0,2214.0,608.0,0.0,2.0,0.171,1.5,0.9,0.72,28.0,6.0,13.49
901.0,77.0,85.0,2138.0,275.0,6.0,3.0,0.05,2.5,0.9,1.1,50.0,0.0,11.06
177.0,52.0,72.0,1203.0,997.0,2.0,1.0,0.192,1.5,0.9,0.3,46.0,4.0,8.9
203.0,31.0,113.0,2937.0,47.0,5.0,1.0,0.192,3.3,0.9,1.1,56.0,0.0,16.11
790.0,11.0,197.0,2731.0,898.0,2.0,2.0,0.192,2.5,0.9,0.72,6.0,11.0,18.6
248.0,41.0,90.0,2334.0,914.0,4.0,4.0,0.05,1.5,1.15,0.3,4.0,0.0,9.61
243.0,84.0,60.0,1273.0,104.0,3.0,1.0,0.192,1.7,1.0,1.5,35.0,2.0,9.33
718.0,70.0,47.0,2530.0,604.0,2.0,1.0,0.171,1.9,0.9,0.72,8.0,2.0,11.04
744.0,12.0,94.0,139.0,832.0,6.0,3.0,0.1,2.5,0.9,1.5,47.0,5.0,12.91
706.0,96.0,121.0,991.0,185.0,2.0,4.0,0.0,1.5,1.15,0.72,30.0,6.0,8.46
125.0,18.0,61.0,2263.0,546.0,5.0,4.0,0.0,1.7,1.15,0.3,26.0,8.0,8.14
466.0,74.0,172.0,823.0,583.0,6.0,4.0,0.1,3.3,0.9,0.3,34.0,5.0,12.64
611.0,93.0,110.0,2608.0,439.0,4.0,0.0,0.05,1.9,1.0,0.3,12.0,9.0,7.44
180.0,13.0,11.0,1303.0,489.0,4.0,2.0,0.0,1.9,1.15,0.3,43.0,1.0,6.44
849.0,36.0,69.0,1527.0,399.0,6.0,0.0,0.0,1.9,1.15,1.5,46.0,6.0,9.57
874.0,22.0,162.0,1050.0,218.0,3.0,0.0,0.1,2.5,0.9,0.72,11.0,6.0,11.17
371.0,18.0,178.0,1163.0,57.0,5.0,3.0,0.192,1.9,1.0,0.3,28.0,2.0,12.78
651.0,94.0,106.0,2003.0,930.0,0.0,1.0,0.192,1.7,1.15,0.72,47.0,6.0,11.93
976.0,77.0,3.0,2857.0,43.0,2.0,4.0,0.171,3.3,1.0,1.1,1.0,7.0,14.16
667.0,36.0,61.0,1346.0,264.0,2.0,2.0,0.171,1.7,1.0,1.5,45.0,3.0,11.6
472.0,54.0,136.0,1456.0,315.0,4.0,0.0,0.192,2.5,1.15,1.1,26.0,10.0,12.44
532.0,54.0,171.0,2340.0,680.0,3.0,0.0,0.0,2.5,0.9,1.5,48.0,4.0,10.12
435.0,2.0,100.0,2963.0,640.0,1.0,4.0,0.0,1.5,1.0,0.3,3.0,3.0,8.72
294.0,73.0,179.0,2220.0,566.0,2.0,1.0,0.192,3.3,1.0,1.1,0.0,5.0,14.76
682.0,50.0,123.0,65.0,905.0,5.0,2.0,0.171,2.5,0.9,0.72,6.0,8.0,9.88
857.0,60.0,143.0,2802.0,193.0,3.0,3.0,0.0,3.3,1.15,1.1,35.0,5.0,12.29
568.0,68.0,129.0,1322.0,195.0,0.0,2.0,0.1,1.7,1.0,1.5,42.0,10.0,10.43
578.0,93.0,188.0,1918.0,506.0,6.0,2.0,0.0,1.5,0.9,0.3,12.0,1.0,8.22
782.0,49.0,135.0,1942.0,479.0,1.0,3.0,0.171,1.9,1.15,0.3,9.0,1.0,13.29
682.0,52.0,63.0,1821.0,966.0,6.0,2.0,0.05,2.5,0.9,1.5,1.0,4.0,10.43
725.0,97.0,34.0,563.0,50.0,2.0,2.0,0.192,1.7,1.15,1.1,26.0,6.0,7.27
464.0,11.0,121.0,1264.0,426.0,6.0,3.0,0.192,1.7,0.9,1.5,38.0,8.0,13.98
283.0,18.0,99.0,893.0,527.0,6.0,1.0,0.192,1.7,0.9,1.5,32.0,11.0,10.77
948.0,42.0,11.0,1631.0,381.0,0.0,4.0,0.05,1.7,1.0,1.5,33.0,9.0,10.26
35.0,70.0,170.0,251.0,228.0,0.0,4.0,0.171,1.7,1.0,0.72,42.0,11.0,9.9
324.0,79.0,58.0,318.0,372.0,3.0,3.0,0.0,3.3,1.0,0.72,10.0,11.0,8.4
396.0,77.0,125.0,2920.0,707.0,4.0,0.0,0.171,1.5,1.0,1.1,45.0,3.0,13.53
503.0,87.0,19.0,2834.0,199.0,2.0,2.0,0.05,2.5,0.9,1.5,14.0,4.0,8.12
573.0,1.0,154.0,2505.0,275.0,2.0,4.0,0.192,1.5,1.0,0.72,27.0,5.0,16.9
748.0,19.0,179.0,538.0,975.0,1.0,0.0,0.171,1.7,1.15,1.5,39.0,10.0,12.48
261.0,88.0,127.0,386.0,267.0,0.0,1.0,0.0,3.3,0.9,1.1,59.0,3.0,8.7
696.0,45.0,57.0,1970.0,439.0,5.0,4.0,0.171,2.5,1.15,0.72,20.0,3.0,14.32
696.0,81.0,132.0,2314.0,181.0,2.0,3.0,0.1,1.5,1.15,0.3,48.0,8.0,11.26
848.0,78.0,103.0,1039.0,584.0,6.0,0.0,0.192,1.7,0.9,1.1,47.0,0.0,10.11
549.0,41.0,157.0,488.0,94.0,2.0,2.0,0.05,3.3,1.0,0.3,42.0,0.0,10.68
345.0,66.0,51.0,1360.0,952.0,2.0,4.0,0.1,2.5,1.15,0.3,1.0,9.0,9.98
480.0,31.0,180.0,1301.0,724.0,6.0,4.0,0.05,2.5,0.9,0.3,42.0,6.0,13.05
133.0,70.0,189.0,2477.0,344.0,2.0,3.0,0.0,1.7,0.9,1.5,21.0,2.0,9.68
690.0,21.0,155.0,1556.0,403.0,6.0,2.0,0.0,3.3,0.9,0.72,49.0,2.0,12.42
928.0,78.0,136.0,2454.0,843.0,2.0,2.0,0.05,1.5,1.0,0.3,33.0,7.0,9.75
533.0,68.0,185.0,643.0,215.0,6.0,0.0,0.0,1.5,0.9,1.5,35.0,11.0,9.12
204.0,39.0,111.0,2756.0,805.0,1.0,4.0,0.0,1.9,1.0,1.5,31.0,2.0,9.94
810.0,72.0,38.0,1887.0,275.0,3.0,4.0,0.192,1.5,1.15,1.5,57.0,4.0,13.55
266.0,94.0,93.0,1539.0,515.0,4.0,2.0,0.1,1.7,1.0,1.1,49.0,7.0,9.85
678.0,41.0,155.0,1263.0,55.0,1.0,3.0,0.05,1.5,0.9,1.5,53.0,5.0,11.42
407.0,51.0,154.0,520.0,431.0,1.0,3.0,0.1,1.5,1.0,0.3,59.0,8.0,9.87
139.0,96.0,115.0,189.0,187.0,5.0,2.0,0.192,2.5,1.15,0.72,23.0,10.0,9.03
66.0,45.0,171.0,912.0,472.0,0.0,0.0,0.05,1.7,1.15,0.3,44.0,5.0,7.61
761.0,33.0,175.0,2375.0,832.0,3.0,3.0,0.05,1.5,1.0,0.72,58.0,12.0,13.49
784.0,95.0,196.0,1782.0,204.0,5.0,0.0,0.192,1.5,1.15,0.3,8.0,6.0,11.26
584.0,4.0,76.0,906.0,181.0,4.0,2.0,0.05,3.3,0.9,1.5,55.0,6.0,12.0
700.0,44.0,119.0,1591.0,578.0,6.0,2.0,0.171,1.5,1.15,1.1,14.0,9.0,13.06
63.0,32.0,171.0,1822.0,621.0,1.0,4.0,0.192,1.7,1.15,1.5,14.0,8.0,14.62
42.0,64.0,88.0,2016.0,969.0,0.0,4.0,0.0,3.3,1.0,1.5,18.0,9.0,10.3
698.0,58.0,167.0,2359.0,588.0,6.0,2.0,0.171,2.5,0.9,0.72,55.0,6.0,16.06
511.0,82.0,65.0,26.0,231.0,3.0,3.0,0.05,1.7,1.0,0.3,49.0,6.0,7.19
143.0,61.0,67.0,804.0,865.0,4.0,0.0,0.171,2.5,1.15,0.72,9.0,6.0,8.4
609.0,13.0,68.0,1659.0,993.0,1.0,3.0,0.192,1.9,0.9,1.5,38.0,6.0,14.23
295.0,89.0,6.0,539.0,653.0,0.0,3.0,0.0,1.5,1.15,1.5,53.0,3.0,6.94
74.0,76.0,90.0,564.0,574.0,0.0,2.0,0.171,1.5,1.15,1.1,5.0,6.0,7.68
428.0,68.0,100.0,2493.0,519.0,5.0,4.0,0.1,3.3,1.15,1.1,34.0,6.0,14.77
204.0,83.0,139.0,2105.0,480.0,2.0,4.0,0.171,2.5,1.15,1.1,31.0,0.0,14.83
69.0,71.0,45.0,2329.0,621.0,0.0,2.0,0.0,1.9,0.9,1.1,24.0,11.0,6.18
115.0,85.0,1.0,2348.0,408.0,1.0,0.0,0.192,1.7,1.15,1.1,11.0,0.0,9.26
561.0,58.0,197.0,1651.0,592.0,4.0,2.0,0.192,2.5,0.9,1.5,52.0,5.0,15.76
457.0,50.0,164.0,1024.0,615.0,4.0,1.0,0.0,1.5,1.0,1.1,46.0,0.0,9.35
17.0,39.0,113.0,520.0,419.0,1.0,3.0,0.0,1.5,1.15,0.3,26.0,12.0,7.29
663.0,100.0,3.0,227.0,612.0,2.0,3.0,0.192,1.5,1.15,0.72,31.0,7.0,6.4
35.0,31.0,142.0,2954.0,536.0,1.0,2.0,0.171,1.9,1.0,0.72,52.0,5.0,14.45
29.0,72.0,133.0,1890.0,942.0,6.0,3.0,0.05,1.9,0.9,1.1,49.0,10.0,11.21
773.0,99.0,103.0,1490.0,319.0,5.0,3.0,0.0,1.9,1.0,0.3,2.0,4.0,7.15
241.0,26.0,200.0,1654.0,179.0,5.0,3.0,0.192,1.9,1.0,1.1,51.0,9.0,15.3
485.0,67.0,186.0,2702.0,607.0,1.0,4.0,0.05,2.5,1.0,0.3,55.0,10.0,13.02
44.0,64.0,23.0,1704.0,249.0,3.0,2.0,0.05,1.9,1.15,0.3,48.0,2.0,6.87
33.0,45.0,60.0,1268.0,869.0,4.0,3.0,0.0,1.5,0.9,0.72,47.0,11.0,7.59
101.0,48.0,79.0,616.0,485.0,5.0,2.0,0.192,2.5,1.0,1.1,15.0,12.0,9.66
250.0,94.0,198.0,2607.0,715.0,5.0,0.0,0.1,1.5,0.9,0.3,50.0,2.0,11.03
6.0,94.0,56.0,2882.0,523.0,6.0,4.0,0.171,1.5,0.9,0.72,34.0,10.0,13.68
183.0,19.0,61.0,2821.0,396.0,6.0,0.0,0.05,1.5,1.15,0.3,5.0,7.0,6.98
147.0,6.0,81.0,1582.0,585.0,0.0,1.0,0.1,1.7,0.9,1.1,13.0,8.0,8.18
936.0,66.0,78.0,1756.0,724.0,2.0,0.0,0.1,2.5,1.0,0.3,38.0,0.0,9.41
643.0,75.0,3.0,361.0,265.0,4.0,1.0,0.192,3.3,1.15,1.5,6.0,2.0,8.43
183.0,59.0,86.0,846.0,199.0,4.0,3.0,0.192,2.5,0.9,1.1,56.0,7.0,11.1
933.0,43.0,9.0,1381.0,42.0,0.0,1.0,0.192,1.5,1.15,1.1,20.0,1.0,9.47
78.0,95.0,69.0,2135.0,870.0,0.0,4.0,0.0,2.5,0.9,1.5,25.0,8.0,8.88
127.0,24.0,155.0,32.0,214.0,4.0,4.0,0.171,2.5,1.15,0.72,3.0,9.0,10.47
800.0,44.0,101.0,1358.0,242.0,2.0,0.0,0.05,2.5,0.9,1.1,31.0,11.0,9.33
221.0,27.0,48.0,320.0,687.0,5.0,3.0,0.192,1.5,1.0,1.1,23.0,6.0,8.64
763.0,84.0,60.0,624.0,402.0,3.0,3.0,0.05,1.7,0.9,0.3,5.0,0.0,6.55
207.0,70.0,155.0,1635.0,455.0,6.0,0.0,0.171,2.5,1.15,1.1,15.0,8.0,12.32
996.0,23.0,113.0,698.0,767.0,3.0,0.0,0.0,1.7,0.9,1.5,57.0,1.0,10.67
238.0,86.0,176.0,2145.0,862.0,2.0,4.0,0.192,3.3,0.9,0.3,31.0,9.0,15.96
850.0,14.0,75.0,181.0,723.0,2.0,0.0,0.192,1.7,1.15,1.5,4.0,6.0,9.48
201.0,69.0,156.0,1065.0,299.0,2.0,3.0,0.171,1.9,0.9,1.5,6.0,12.0,11.37
162.0,54.0,62.0,1209.0,367.0,3.0,4.0,0.192,1.7,0.9,0.3,45.0,8.0,10.33
609.0,2.0,158.0,2835.0,930.0,1.0,3.0,0.171,1.9,1.0,0.72,40.0,12.0,17.75
652.0,93.0,187.0,2893.0,819.0,2.0,3.0,0.0,2.5,1.15,1.5,6.0,0.0,11.07
246.0,53.0,170.0,407.0,717.0,3.0,1.0,0.192,2.5,0.9,1.1,11.0,4.0,9.99
558.0,62.0,184.0,2688.0,817.0,2.0,0.0,0.05,1.7,1.0,1.5,37.0,9.0,11.14
101.0,51.0,175.0,2697.0,123.0,6.0,3.0,0.05,2.5,1.0,1.5,22.0,2.0,12.47
919.0,10.0,132.0,2788.0,974.0,3.0,2.0,0.05,1.9,1.0,1.5,17.0,12.0,14.13
651.0,97.0,123.0,1470.0,462.0,1.0,1.0,0.171,1.5,1.0,1.5,57.0,8.0,10.89
363.0,52.0,152.0,2769.0,871.0,6.0,0.0,0.0,3.3,1.0,1.1,10.0,6.0,10.0
363.0,99.0,68.0,2840.0,187.0,6.0,4.0,0.05,1.7,1.15,1.5,32.0,9.0,10.75
132.0,52.0,103.0,2833.0,825.0,4.0,2.0,0.1,1.9,0.9,1.1,15.0,11.0,11.46
774.0,92.0,200.0,1285.0,608.0,3.0,1.0,0.1,2.5,1.0,1.5,13.0,5.0,11.56
532.0,91.0,116.0,1013.0,886.0,1.0,1.0,0.0,1.5,1.15,0.3,22.0,9.0,6.56
896.0,22.0,66.0,1314.0,999.0,2.0,1.0,0.0,1.7,1.15,1.1,37.0,10.0,9.93
715.0,60.0,112.0,542.0,414.0,5.0,0.0,0.1,3.3,1.0,0.72,6.0,9.0,9.42
0.0,54.0,32.0,547.0,803.0,4.0,0.0,0.171,2.5,1.15,0.3,59.0,10.0,7.57
742.0,33.0,24.0,2422.0,587.0,4.0,3.0,0.1,1.7,0.9,1.5,37.0,7.0,12.26
573.0,86.0,154.0,2346.0,288.0,4.0,4.0,0.192,1.7,1.0,1.1,31.0,12.0,15.6
403.0,22.0,27.0,2059.0,578.0,3.0,2.0,0.171,3.3,1.15,1.5,48.0,9.0,14.63
